13.0,0.72
12.9,0.72
12.9,0.72
13.0,0.72
12.8,0.72
12.7,0.72
12.0,0.7209999999999999
11.7,0.7224999999999999
11.4,0.7254999999999999
11.2,0.7304999999999999
10.6,0.733
9.5,0.7405000000000002
10.2,0.756
9.8,0.7665
9.2,0.774
9.0,0.7770000000000001
9.2,0.7780000000000001
9.4,0.7790000000000001
9.8,0.781
9.7,0.7825000000000001
9.5,0.7855000000000001
9.4,0.786
9.0,0.796
8.9,0.8005000000000001
8.9,0.8005000000000001
8.9,0.8005000000000001
8.9,0.8005000000000001
8.9,0.8005000000000001
8.8,0.806
8.7,0.8115
8.7,0.8115
8.1,0.8525
7.9,0.867
7.9,0.867
7.7,0.8939999999999999
7.5,0.9209999999999999
7.1,0.975
7.0,0.985
6.8,0.9879999999999999
6.8,0.9879999999999999
6.8,0.9879999999999999
6.8,0.9879999999999999
6.8,0.9879999999999999
6.6,0.9909999999999999
6.4,0.994
6.0,1.0
6.0,1.0
6.0,1.0
6.0,1.0
