31.3,0.8584999999999999
31.2,0.8615
27.8,0.8615
28.4,0.8615
31.9,0.8623999999999998
31.9,0.8627
31.0,0.8634999999999999
31.3,0.8640999999999999
30.2,0.8644999999999999
29.8,0.8657999999999999
29.1,0.8661
27.7,0.8667
27.0,0.867
27.0,0.867
27.0,0.867
27.0,0.867
27.0,0.867
27.0,0.867
27.0,0.867
27.0,0.867
27.0,0.867
27.0,0.867
27.0,0.867
27.0,0.867
27.0,0.867
27.0,0.867
27.0,0.867
27.2,0.867
27.4,0.867
27.7,0.867
27.7,0.867
27.6,0.867
27.4,0.867
27.4,0.867
27.6,0.867
28.0,0.867
28.0,0.867
28.0,0.867
28.0,0.867
28.0,0.867
28.0,0.867
28.0,0.867
28.0,0.867
28.0,0.867
28.0,0.867
28.0,0.867
28.0,0.867
28.0,0.867
28.0,0.867
