0,0.7866666666666667
"[1.5206531383330444, 0.4020686364434589, 0.5888504357689424, 1.64881323845663, 1.792757995737958, 1.998502968155942, 0.9124396257250396, 1.144312053916364, 1.0865312830910527, 0.9706330892029189, 0.08581537435140651, 0.09940287929557123, 0.5698943118753428, 1.0800629421890964, 1.8665326454092002, 0.8405091436424919, 0.7102354774976094]",0.8333333333333334
0,0.7866666666666667
"[0.9632038796976823, 0.6932277717964397, 1.7980336055085298, 1.5343689607663447, 1.806916698978139, 0.3022426304082908, 1.1439824417658184, 0.8862014950756005, 0.9395250747718191, 0.06659427731352219, 1.5357959599121294, 1.594815860087216, 0.775306669966771, 0.544550579124303, 0.20234605832955577, 1.9741896485579755, 1.8981613598532319]",0.8666666666666667
0,0.7866666666666667
"[0.7393603972059406, 0.08039344031363904, 1.3944983779560693, 1.8519023592051251, 0.5135736745327404, 0.6994645838451683, 1.1198839421537883, 1.0205479214493272, 1.69978503175265, 0.6150448486284721, 1.7117204153493133, 0.020450275333331325, 0.6100197746254967, 1.538569199780641, 0.27458665587640474, 1.5220869811618642, 1.9590842259487073]",0.8333333333333334
0,0.7866666666666667
"[1.2188509702448649, 1.038076147829168, 1.1557863297111477, 1.116666026672847, 1.0015945273112372, 0.9861398444399878, 0.03110605684965395, 1.1359033624384305, 1.627947780338031, 1.3447923879560015, 1.3071306201037713, 1.5186561122773827, 1.894356234588019, 1.8720715737302773, 1.5559898424031147, 0.41673965426859283, 0.3481400251751958]",0.8
0,0.7866666666666667
"[1.6396543761571603, 1.0321102737448657, 0.5788612725018347, 1.8752270795804227, 1.0316330154870814, 1.1348597456592404, 1.352272623957673, 1.8204189841659735, 0.8418898046375385, 1.6528284346589774, 1.4769544509446473, 1.9901009736471618, 0.8961246851496936, 0.28334822394211545, 0.987493179734243, 0.02862136025009021, 0.25634483191132107]",0.7333333333333333
0,0.7866666666666667
"[1.9886491667024049, 0.08337467432381174, 1.1491704173188857, 0.24465697150255172, 1.7758130121961009, 1.382786362393406, 1.9560886472792571, 0.5964405249758349, 0.3480559580809153, 1.6273893263141677, 1.0545388653490642, 0.48776913556533463, 1.7025674406394544, 1.0185367191995887, 0.20995873519035402, 1.654101100954228, 1.0777569718117177]",0.7333333333333333
0,0.7866666666666667
"[0.08755530321668203, 1.496248868076593, 0.33793094297829485, 0.4778925327295551, 0.9634515352466182, 1.6412959730881131, 0.6169328511461492, 0.2152902968866166, 0.18263068589355425, 0.7443608951793397, 1.2228600952270428, 1.595634560240213, 0.1326163075220419, 0.6332076238210611, 0.1837508386975708, 0.38675669815485225, 0.9115379619377566]",0.8333333333333334
0,0.7866666666666667
"[1.8376277847539395, 0.5674121679167128, 1.354166129275676, 0.06221085452224706, 0.015842562154008588, 1.4340287885682512, 0.8348022627852183, 1.1009160650542549, 0.185207372457471, 1.838602129118973, 1.1936283630723885, 0.28553146099352267, 1.2002361002346402, 1.434463190835432, 1.362434123624836, 1.4446753385733462, 0.012111159846347919]",0.7
0,0.7866666666666667
"[0.06876397291424374, 0.9011267640434681, 1.256923665681239, 1.566280489904669, 1.7057806878043733, 1.475395081212277, 1.5939203207766333, 1.6546275318794466, 1.2523483447175487, 0.42413662359733184, 1.3480500002207263, 0.37996300163047914, 1.9237634879179126, 0.22067499880591424, 0.0550224589595103, 0.08807758384539133, 1.8745955238388172]",0.7333333333333333
0,0.7866666666666667
1,0.8333333333333334
"[6.93214471296329, 2.948302005519661, 6.114819252764555, 2.491067444887831, 5.88454751657995, 5.12746532295185, 8.028431091074893, 4.049405996496788, 2.9578031405110075, 6.349481036082798, 5.494563849671568, 3.7205806999459172, 7.494348594506547, 5.256852754806575, 2.5694951004775506, 7.048824671565429, 5.820493697035643]",0.8666666666666667
1,0.8333333333333334
"[5.461036398846321, 0.16456752495300214, 2.4528729824606588, 0.5625276638843943, 4.493421181752544, 3.6349657073967316, 4.214140151368389, 1.5671078080106366, 0.913008469552863, 3.748151366602421, 2.4557959871023987, 1.109073985151158, 4.67468852904277, 2.8889300383722643, 0.516323045958142, 3.8170501494016866, 2.441006303110014]",0.8666666666666667
1,0.8333333333333334
"[4.450436340994071, 1.3261108796690353, 3.679992057163875, 0.16016022776985786, 0.03632841877143024, 4.0960776354035024, 1.8603958062291774, 2.3003311376181292, 0.4876567575484116, 3.567063089392726, 2.661307104628853, 0.714257331621902, 2.5647134647787544, 3.6440521604395073, 2.79845041445786, 2.9316077333804365, 0.024681640212337333]",0.8333333333333334
1,0.8333333333333334
"[3.3535500587971696, 2.707950126610337, 1.5111262742144387, 5.107784997490855, 2.235136398864634, 2.851241241837915, 3.132111855431961, 3.912255331315416, 2.1782824141405337, 4.052813434172222, 3.039371055302292, 3.9537381639847924, 1.9039040287770346, 0.5766020102909072, 2.148871395149464, 0.07883882408046464, 0.5568270972226713]",0.8333333333333334
1,0.8333333333333334
"[2.137883026778316, 3.656145987388845, 7.591756224707138, 5.297002002085856, 3.561266533132705, 12.029239329487861, 8.962602095193313, 5.157190933220535, 4.841639581589294, 4.7844464333657815, 6.035528223148164, 0.5214477743175713, 0.10028420221900755, 6.242152561054937, 3.226132521065996, 2.349374288097642, 8.729127418984326]",0.8333333333333334
1,0.8333333333333334
"[0.7586474321021649, 1.6038138645067743, 3.686797852122235, 1.866660624671299, 1.760299244451196, 4.1807359534127535, 4.040795217655596, 2.0053222035138636, 1.7940423245642891, 1.6595402911007027, 2.1467053671305734, 0.22960339093733428, 0.0473192680865625, 2.665229427454064, 1.3295403737779279, 1.0709642160438406, 4.580055296320989]",0.8333333333333334
