1,0.7855000000000001
"[0.7829294417987799, 0.3553426749772687, 0.5246964009839017, 0.5324782184488747, 0.9358108086342274, 0.3369463702195, 0.6017947112118505, 0.6333227766695503, 0.8390886161844625, 0.6017015573515642, 0.9441562398267321, 0.3898719567955007]",0.785
1,0.7855000000000001
"[0.6217415533288996, 0.20087503281178454, 0.6663619902808982, 0.022968704525337613, 0.4785025442417642, 0.48344193705815175, 0.38652757857406794, 0.9848911823500623, 0.10112126288781031, 0.3621423599262469, 0.9845799667829648, 0.47594622224221583]",0.785
1,0.7855000000000001
"[0.29421703977836977, 0.4775403669927063, 0.427540026271097, 0.5452543233483178, 0.18743833022210576, 0.7013489682982461, 0.39598157401682244, 0.011692445143327679, 0.2215479044884323, 0.985070986502492, 0.3784023453954898, 0.46930930809172444]",0.785
1,0.7855000000000001
"[0.09169853015140139, 0.8223257691485221, 0.922513233932466, 0.9450070081847051, 0.7103732460943826, 0.4112414677279099, 0.8833135745740557, 0.15010849904465717, 0.28091417826057885, 0.4994229527958447, 0.24647795779392523, 0.8413956823639186]",0.785
1,0.7855000000000001
"[0.010722582759364663, 0.32846653610876375, 0.17811320678775255, 0.8225747081486868, 0.8486341310585676, 0.6006997094332666, 0.9369391390423122, 0.2732654095477389, 0.7803263983340128, 0.33942380379610027, 0.1531126055535046, 0.33407284172721063]",0.785
1,0.7855000000000001
"[0.5418057677528975, 0.4369879950226411, 0.4033482563359877, 0.8577963342586887, 0.4774614736507613, 0.2378349644973936, 0.9443925220604147, 0.23519686686951835, 0.03862369847364078, 0.41309138847586013, 0.5314280684015298, 0.8065331887144894]",0.785
1,0.7855000000000001
"[0.4925184581393949, 0.8136822176638248, 0.6944754024552783, 0.40142028903291427, 0.33426314999893747, 0.5218710728543706, 0.5474214273384685, 0.54678336340462, 0.7575290396501827, 0.9152248958703083, 0.7361256980156108, 0.36605562643774137]",0.785
1,0.7855000000000001
"[0.005694743666261659, 0.20326846868417414, 0.6706026752929942, 0.8734787099113296, 0.5874980969566984, 0.8926659183890638, 0.6381086330352312, 0.5154467579045516, 0.7452895970222357, 0.8145118016072017, 0.4530690415927322, 0.6147345482633646]",0.785
1,0.7855000000000001
"[0.5474459228277971, 0.07081600573588498, 0.29985936340628916, 0.0558869269450728, 0.743817564369925, 0.12648967395757693, 0.6384109948085085, 0.27793897460910144, 0.20957331763578713, 0.17837286263032703, 0.9407512587196927, 0.44352751151020287]",0.785
1,0.7855000000000001
2,0.7875000000000001
"[0.016282281190293197, 0.03339393796137025, 0.024858826015996403, 0.019480544695939208, 0.014364345535193876, 0.047680032451300126, 0.0112002747003233, 0.03307852162364712, 0.06627384719604844, 0.029641184494957205, 0.01209544185183172, 0.01415894998173193]",0.79
2,0.7875000000000001
"[0.016199250101625293, 0.10517235695487015, 0.02902666601018329, 0.1520711674347968, 0.011836688144891954, 0.06775726102017103, 0.013849338656964055, 0.030659154751173503, 0.04060054585774215, 0.04845812809148254, 0.009476737520783275, 0.019854633793433385]",0.79
2,0.7875000000000001
"[0.013355696089940574, 0.03938769320341493, 0.021276582161963795, 0.030142168853518572, 0.01050432168329305, 0.03772887568911017, 0.014252743677758148, 0.01906508217782557, 0.016732009466563107, 0.02259180222363146, 0.009459700624601407, 0.021109796856759094]",0.79
2,0.7875000000000001
