7.4,0.785
9.2,0.785
10.4,0.785
11.6,0.788
12.0,0.79
12.0,0.79
12.0,0.79
12.0,0.79
12.0,0.79
12.0,0.79
12.0,0.79
12.0,0.79
12.0,0.79
12.0,0.79
12.0,0.79
8.9,0.7875000000000001
9.2,0.7905
10.3,0.791
10.0,0.7925000000000001
10.5,0.7929999999999999
10.9,0.7929999999999999
10.5,0.7935000000000001
9.8,0.794
9.4,0.794
8.9,0.794
8.8,0.794
9.0,0.794
9.0,0.794
8.9,0.794
8.6,0.7945
8.5,0.7860000000000001
9.5,0.7875000000000001
10.4,0.7895000000000001
10.7,0.79
10.9,0.79
11.5,0.79
11.9,0.79
12.0,0.79
12.0,0.79
12.0,0.79
12.0,0.79
12.0,0.79
12.0,0.79
12.0,0.79
12.0,0.79
