25.1,0.9419405320813772
31.2,0.9672926447574335
27.5,0.9672926447574335
28.0,0.9687010954616587
28.0,0.9687010954616587
28.4,0.9699530516431925
28.7,0.9723004694835682
28.1,0.9748043818466355
26.6,0.9763693270735523
25.6,0.9780907668231611
25.3,0.9793427230046948
25.5,0.9812206572769954
25.6,0.9815336463223787
25.8,0.9829420970266043
25.0,0.9837245696400625
24.2,0.985133020344288
24.0,0.9856025039123629
23.6,0.9863849765258216
23.3,0.9865414710485133
22.9,0.9870109546165884
22.3,0.9881064162754303
23.6,0.9888888888888887
23.0,0.9892018779342722
22.9,0.9893583724569639
23.0,0.9893583724569639
23.0,0.9895148669796556
22.8,0.9901408450704225
22.3,0.9906103286384976
22.3,0.9906103286384976
22.5,0.9906103286384976
23.0,0.9906103286384976
22.9,0.9906103286384976
22.9,0.9906103286384976
22.7,0.9906103286384976
22.8,0.9906103286384976
22.7,0.9906103286384976
22.7,0.9906103286384976
22.8,0.9906103286384976
22.8,0.9906103286384976
22.8,0.9906103286384976
23.0,0.9906103286384976
22.9,0.9906103286384976
23.0,0.9906103286384976
23.0,0.9906103286384976
23.0,0.9906103286384976
22.7,0.9906103286384976
22.7,0.9906103286384976
22.7,0.9906103286384976
22.8,0.9906103286384976
